race,male,fam_inc,tier,fulltime,lsat,ugpa,decile1b,decile3,zgpa,zfygpa,pass_bar
1,1,6,5,2,59.5,2.2,6.3,5.7,0.66,0.79,0
1,0,2,2,1,24.5,2.4,6.3,5.4,0.6,0.73,0
1,0,2,3,1,22.0,2.3,6.3,5.5,0.61,0.73,0
1,0,2,3,1,23.4,2.3,6.3,5.6,0.63,0.75,0
1,1,6,5,2,68.3,2.4,6.3,5.3,0.57,0.69,0
0,0,4,5,2,44.9,2.3,6.4,5.4,0.6,0.73,0
1,0,2,3,1,30.3,2.3,6.3,5.6,0.63,0.73,0
0,0,2,5,1,23.2,2.4,6.3,5.3,0.59,0.74,0
1,0,3,3,1,30.9,2.3,6.3,5.3,0.6,0.76,0
0,0,3,2,1,23.7,2.4,6.3,5.4,0.6,0.71,0
1,0,3,4,1,31.6,2.1,6.3,6.0,0.71,0.81,0
1,0,2,1,1,23.9,2.2,6.2,5.9,0.67,0.73,0
1,0,2,4,1,23.0,2.3,6.2,5.6,0.63,0.76,0
1,0,4,6,2,38.8,2.4,6.3,5.4,0.6,0.74,0
1,0,3,2,1,30.5,2.2,6.3,5.7,0.67,0.79,0
1,0,2,4,1,26.8,2.2,6.3,5.9,0.67,0.75,0
0,0,4,7,2,43.4,2.4,6.3,5.4,0.6,0.73,0
1,0,3,5,1,30.6,2.2,6.2,5.9,0.69,0.8,0
1,0,3,3,1,26.7,2.2,6.3,5.7,0.67,0.8,0
1,1,6,7,2,63.5,2.2,6.3,5.8,0.67,0.77,0
0,1,4,8,2,47.8,2.3,6.3,5.5,0.62,0.73,0
1,1,5,5,2,55.0,2.2,6.3,5.8,0.67,0.79,0
0,0,2,2,1,23.7,2.4,6.3,5.3,0.58,0.72,0
1,0,2,4,1,24.6,2.2,6.2,5.8,0.68,0.79,0
1,0,2,4,1,22.9,2.3,6.3,5.4,0.61,0.74,0
1,1,5,5,2,53.3,2.4,6.3,5.3,0.59,0.72,0
1,0,2,1,1,24.6,2.2,6.3,5.7,0.66,0.79,0
1,0,4,4,2,44.5,2.3,6.2,5.6,0.64,0.76,0
1,0,3,4,2,39.3,2.3,6.3,5.4,0.61,0.75,0
1,0,1,2,1,20.7,2.2,6.3,5.9,0.7,0.8,0
1,0,3,4,1,23.7,2.3,6.3,5.7,0.64,0.76,0
1,0,3,5,1,25.9,2.3,6.3,5.6,0.63,0.74,0
1,0,3,1,1,30.2,2.3,6.3,5.5,0.61,0.75,0
1,1,6,9,2,65.9,2.2,6.3,5.8,0.68,0.79,0
1,0,3,5,2,37.6,2.2,6.3,5.7,0.66,0.77,0
1,0,2,2,1,23.6,2.3,6.2,5.6,0.65,0.76,0
1,1,4,5,2,49.4,2.2,6.3,5.8,0.69,0.81,0
1,1,5,9,2,65.8,2.3,6.2,5.4,0.62,0.77,0
1,0,2,1,1,26.1,2.2,6.3,5.8,0.68,0.8,0
0,0,2,4,1,21.5,2.4,6.3,5.2,0.57,0.72,0
1,0,2,1,1,21.3,2.2,6.3,5.8,0.69,0.8,0
1,0,3,3,1,25.7,2.2,6.2,5.7,0.66,0.78,0
1,1,10,16,2,117.9,2.2,6.3,5.7,0.66,0.79,1
1,1,5,6,2,49.7,2.3,6.2,5.5,0.62,0.75,0
1,0,2,2,1,21.6,2.3,6.3,5.5,0.62,0.75,0
1,1,5,3,2,55.3,2.3,6.3,5.5,0.63,0.77,0
0,1,5,9,2,61.7,2.4,6.3,5.2,0.56,0.71,0
0,1,8,14,2,98.6,2.4,6.3,5.2,0.56,0.71,1
1,1,5,8,2,54.3,2.1,6.2,6.0,0.71,0.81,0
1,0,3,1,2,33.9,2.2,6.3,5.6,0.66,0.79,0
1,0,2,1,1,26.5,2.2,6.3,5.7,0.66,0.78,0
1,0,2,2,1,22.6,2.4,6.3,5.5,0.61,0.73,0
1,0,3,4,1,26.6,2.1,6.3,6.0,0.71,0.81,0
1,0,3,3,1,25.4,2.2,6.2,5.8,0.66,0.75,0
1,0,4,6,2,42.1,2.2,6.3,5.8,0.67,0.77,0
1,1,5,6,2,58.7,2.3,6.3,5.5,0.61,0.73,0
1,0,2,1,1,25.6,2.3,6.3,5.5,0.63,0.77,0
1,0,2,2,1,24.6,2.2,6.3,5.9,0.68,0.77,0
1,0,4,5,2,43.5,2.2,6.3,5.9,0.67,0.74,0
1,0,2,3,1,22.5,2.3,6.2,5.6,0.64,0.74,0
1,1,5,9,2,54.8,2.3,6.3,5.6,0.64,0.77,0
0,0,2,1,1,19.3,2.4,6.3,5.4,0.59,0.72,0
1,0,2,3,1,22.6,2.2,6.3,5.8,0.67,0.76,0
1,0,3,2,1,33.7,2.2,6.2,5.8,0.69,0.8,0
1,0,3,5,1,30.5,2.2,6.3,5.8,0.67,0.77,0
1,1,5,5,2,54.1,2.3,6.3,5.6,0.64,0.77,0
1,0,3,3,1,28.9,2.2,6.3,5.9,0.7,0.79,0
1,0,2,1,1,23.8,2.4,6.3,5.4,0.6,0.74,0
1,1,7,7,2,81.1,2.3,6.3,5.5,0.64,0.78,1
1,0,4,6,2,40.5,2.3,6.3,5.7,0.65,0.73,0
0,0,2,2,1,22.1,2.3,6.3,5.5,0.62,0.74,0
1,0,3,1,2,33.8,2.2,6.3,5.8,0.68,0.79,0
1,0,2,2,1,22.9,2.3,6.3,5.7,0.65,0.76,0
0,0,3,6,1,25.2,2.3,6.3,5.5,0.62,0.76,0
1,1,7,12,2,80.5,2.2,6.3,5.7,0.66,0.78,1
1,0,4,2,2,39.6,2.4,6.3,5.2,0.58,0.76,0
1,0,2,3,1,24.0,2.3,6.2,5.5,0.64,0.77,0
1,0,4,4,2,45.3,2.2,6.3,5.8,0.68,0.79,0
1,1,6,10,2,66.6,2.3,6.3,5.5,0.62,0.76,0
1,0,4,2,2,47.5,2.3,6.3,5.5,0.62,0.75,0
0,0,2,2,1,21.6,2.4,6.3,5.2,0.57,0.73,0
1,0,3,5,2,37.3,2.3,6.3,5.6,0.65,0.79,0
1,0,2,0,1,20.9,2.2,6.3,5.7,0.67,0.79,0
1,0,2,1,1,23.9,2.2,6.3,5.8,0.67,0.77,0
1,0,3,3,2,37.4,2.2,6.3,5.8,0.68,0.8,0
0,1,4,5,2,49.8,2.3,6.3,5.5,0.61,0.72,0
1,1,9,14,2,106.6,2.2,6.2,5.8,0.67,0.74,1
0,0,2,4,1,22.4,2.4,6.3,5.2,0.59,0.76,0
0,0,3,4,2,36.9,2.3,6.2,5.6,0.64,0.76,0
1,0,3,4,1,24.1,2.3,6.3,5.5,0.63,0.77,0
0,0,2,1,1,25.2,2.3,6.3,5.4,0.61,0.75,0
1,1,5,8,2,59.9,2.3,6.3,5.5,0.63,0.77,0
1,0,2,3,1,23.6,2.2,6.2,5.7,0.65,0.78,0
1,0,2,2,1,21.4,2.4,6.3,5.4,0.59,0.73,0
1,0,2,2,1,24.1,2.3,6.2,5.6,0.63,0.75,0
1,0,2,1,1,23.5,2.1,6.3,5.9,0.69,0.81,0
0,0,3,5,1,35.7,2.4,6.3,5.3,0.57,0.7,0
1,0,2,1,1,23.3,2.2,6.3,5.8,0.68,0.8,0
1,1,6,11,2,73.8,2.3,6.3,5.5,0.61,0.74,1
1,0,2,3,1,19.8,2.2,6.3,5.8,0.69,0.8,0
1,0,4,5,2,43.4,2.3,6.3,5.5,0.63,0.76,0
1,0,4,6,2,41.0,2.2,6.3,5.8,0.67,0.76,0
1,1,6,6,2,75.9,2.2,6.3,5.7,0.65,0.76,1
1,1,5,7,2,52.9,2.3,6.3,5.6,0.64,0.77,0
1,0,4,5,2,41.1,2.2,6.3,5.7,0.66,0.78,0
1,1,4,7,2,51.0,2.3,6.3,5.5,0.63,0.75,0
0,0,3,5,1,32.0,2.4,6.3,5.3,0.58,0.71,0
1,0,4,5,2,42.4,2.2,6.3,5.8,0.67,0.78,0
1,0,3,4,1,29.1,2.4,6.3,5.5,0.6,0.71,0
1,1,5,6,2,57.1,2.4,6.3,5.4,0.6,0.72,0
1,1,8,10,2,89.8,2.2,6.2,5.7,0.66,0.77,1
1,0,2,1,1,25.9,2.2,6.3,5.9,0.69,0.79,0
0,1,5,9,2,63.5,2.3,6.2,5.6,0.64,0.76,0
0,0,4,7,2,46.1,2.3,6.2,5.5,0.63,0.75,0
0,0,2,1,1,24.6,2.3,6.3,5.6,0.63,0.75,0
1,0,2,5,1,23.8,2.3,6.2,5.7,0.65,0.75,0
1,1,6,12,2,78.0,2.3,6.3,5.7,0.65,0.77,1
1,0,3,2,1,26.7,2.3,6.3,5.6,0.64,0.77,0
1,1,5,10,2,54.3,2.4,6.3,5.3,0.58,0.72,0
1,0,3,7,1,26.3,2.3,6.2,5.5,0.61,0.71,0
1,0,2,4,1,23.8,2.3,6.3,5.6,0.63,0.74,0
1,0,3,3,1,26.3,2.3,6.2,5.5,0.61,0.72,0
1,0,3,6,2,39.2,2.2,6.2,5.9,0.68,0.76,0
0,0,2,1,1,25.1,2.5,6.3,5.2,0.54,0.67,0
1,0,2,1,1,23.3,2.2,6.3,5.9,0.68,0.77,0
0,0,2,2,1,26.4,2.3,6.2,5.6,0.64,0.76,0
1,1,5,7,2,51.5,2.2,6.3,5.8,0.65,0.73,0
1,0,4,3,2,35.0,2.5,6.3,5.3,0.56,0.67,0
1,0,3,5,1,34.5,2.2,6.3,5.7,0.66,0.76,0
0,0,4,6,2,39.3,2.3,6.3,5.4,0.61,0.75,0
0,0,2,0,1,21.3,2.4,6.3,5.4,0.6,0.74,0
1,0,3,1,1,27.5,2.2,6.2,5.8,0.68,0.78,0
0,1,9,14,2,99.0,2.4,6.3,5.4,0.6,0.73,1
0,1,6,9,2,72.7,2.4,6.3,5.5,0.6,0.71,1
0,0,2,1,1,22.6,2.3,6.3,5.5,0.61,0.73,0
1,0,2,1,1,23.8,2.2,6.2,5.9,0.67,0.74,0
0,0,2,1,1,21.5,2.4,6.3,5.2,0.57,0.72,0
1,1,6,6,2,64.4,2.3,6.3,5.7,0.65,0.76,0
1,0,2,2,1,20.8,2.2,6.3,5.7,0.66,0.79,0
1,0,2,2,1,21.2,2.3,6.3,5.4,0.62,0.77,0
1,0,3,2,1,31.6,2.2,6.3,5.7,0.68,0.81,0
1,0,4,4,2,45.4,2.2,6.3,5.9,0.69,0.8,0
1,1,6,8,2,66.2,2.3,6.3,5.6,0.64,0.77,0
1,1,8,14,2,101.1,2.2,6.2,5.7,0.66,0.78,1
0,0,2,3,1,23.8,2.4,6.3,5.3,0.59,0.73,0
1,0,4,4,2,43.6,2.4,6.2,5.3,0.59,0.73,0
1,0,4,8,2,38.6,2.3,6.2,5.6,0.64,0.78,0
1,1,7,12,2,74.9,2.3,6.3,5.5,0.62,0.76,1
1,0,2,1,1,23.6,2.4,6.3,5.3,0.58,0.72,0
0,1,5,12,2,54.9,2.3,6.3,5.6,0.64,0.77,0
1,0,3,4,1,30.5,2.3,6.3,5.6,0.64,0.78,0
1,0,2,1,1,24.1,2.2,6.3,5.7,0.66,0.77,0
0,0,2,4,1,25.9,2.3,6.3,5.6,0.64,0.76,0
1,0,2,3,1,22.4,2.2,6.3,5.8,0.67,0.77,0
1,1,4,9,2,49.0,2.2,6.3,5.7,0.66,0.78,0
1,1,6,7,2,70.6,2.2,6.2,5.7,0.66,0.78,0
1,1,5,6,2,51.2,2.4,6.3,5.5,0.6,0.72,0
0,0,2,1,1,25.2,2.4,6.3,5.2,0.58,0.74,0
1,0,3,2,2,34.9,2.2,6.3,5.9,0.69,0.8,0
1,1,5,8,2,59.6,2.2,6.3,5.9,0.68,0.79,0
1,1,5,7,2,61.1,2.3,6.2,5.7,0.64,0.72,0
0,0,3,5,2,36.9,2.4,6.3,5.4,0.6,0.72,0
1,0,2,2,1,22.1,2.2,6.3,5.7,0.66,0.77,0
1,0,2,3,1,24.2,2.4,6.3,5.2,0.57,0.71,0
1,1,6,8,2,72.7,2.2,6.3,5.8,0.67,0.76,1
0,0,2,3,1,22.5,2.3,6.3,5.6,0.63,0.75,0
1,0,3,7,1,27.0,2.2,6.2,6.0,0.69,0.77,0
1,1,6,10,2,69.7,2.3,6.3,5.5,0.62,0.72,1
1,1,5,7,2,54.3,2.3,6.3,5.6,0.61,0.69,0
1,0,2,0,1,23.6,2.4,6.3,5.4,0.6,0.75,0
1,0,2,3,1,24.3,2.2,6.2,5.8,0.68,0.79,0
1,1,4,4,2,53.0,2.3,6.3,5.5,0.63,0.75,0
1,0,2,8,1,29.5,2.2,6.3,5.7,0.66,0.77,0
0,1,6,7,2,77.4,2.2,6.3,5.7,0.67,0.79,1
1,0,3,2,1,26.0,2.2,6.3,5.8,0.67,0.77,0
1,0,4,2,2,41.0,2.4,6.2,5.4,0.6,0.73,0
0,0,3,6,1,34.2,2.3,6.3,5.6,0.64,0.76,0
1,1,6,10,2,65.3,2.1,6.2,6.0,0.71,0.81,0
1,1,5,10,2,54.3,2.0,6.3,6.4,0.78,0.85,0
1,0,3,3,2,34.4,2.2,6.2,5.7,0.66,0.78,0
1,0,2,4,1,23.7,2.2,6.3,5.8,0.68,0.78,0
1,0,2,1,1,20.8,2.4,6.3,5.4,0.59,0.71,0
1,0,4,6,2,43.5,2.2,6.3,5.7,0.65,0.77,0
1,0,4,7,2,47.5,2.3,6.3,5.7,0.65,0.75,0
1,0,4,4,2,38.6,2.3,6.2,5.6,0.63,0.75,0
1,0,2,1,1,25.5,2.2,6.3,5.8,0.68,0.8,0
1,0,3,4,1,29.6,2.1,6.3,6.0,0.71,0.82,0
1,1,5,7,2,56.4,2.3,6.3,5.6,0.64,0.78,0
1,0,4,4,2,44.6,2.3,6.2,5.5,0.61,0.72,0
1,0,2,1,1,21.2,2.3,6.3,5.6,0.64,0.76,0
1,1,4,2,2,47.8,2.3,6.3,5.6,0.64,0.76,0
0,0,3,3,1,30.9,2.4,6.3,5.4,0.6,0.74,0
1,0,4,7,2,43.0,2.2,6.3,5.7,0.66,0.79,0
1,0,2,2,1,22.5,2.2,6.3,5.8,0.68,0.8,0
1,0,4,5,2,41.1,2.3,6.3,5.7,0.64,0.74,0
1,0,3,0,1,28.9,2.2,6.3,5.8,0.67,0.78,0
0,0,3,0,1,24.9,2.3,6.3,5.5,0.62,0.75,0
0,0,2,0,1,21.4,2.2,6.3,5.7,0.65,0.76,0
1,0,4,4,2,36.6,2.2,6.2,5.9,0.69,0.79,0
1,1,10,17,2,119.0,2.3,6.3,5.6,0.65,0.78,1
0,0,2,3,1,21.2,2.4,6.3,5.2,0.56,0.7,0
1,0,2,3,1,19.2,2.3,6.3,5.5,0.61,0.72,0
1,1,5,4,2,52.0,2.3,6.2,5.6,0.64,0.75,0
0,0,3,3,2,36.0,2.3,6.3,5.5,0.61,0.72,0
0,1,6,10,2,67.4,2.3,6.3,5.6,0.65,0.77,1
1,1,5,8,2,62.3,2.3,6.3,5.7,0.64,0.75,0
1,0,2,3,1,21.5,2.3,6.3,5.5,0.61,0.72,0
0,1,6,7,2,64.7,2.4,6.3,5.2,0.57,0.72,1
1,0,3,5,1,32.2,2.3,6.3,5.6,0.63,0.76,0
1,0,3,4,1,25.8,2.3,6.3,5.7,0.65,0.76,0
1,0,4,5,2,44.7,2.2,6.2,5.8,0.67,0.79,0
1,1,5,5,2,54.6,2.3,6.3,5.6,0.64,0.76,0
1,0,4,9,2,45.2,2.2,6.3,5.8,0.67,0.78,0
1,0,3,2,1,25.5,2.3,6.3,5.7,0.65,0.76,0
1,0,2,1,1,29.9,2.3,6.3,5.6,0.65,0.78,0
1,1,6,9,2,74.7,2.2,6.2,5.7,0.65,0.76,1
1,0,2,0,1,21.1,2.2,6.2,5.7,0.65,0.76,0
1,0,3,1,1,30.3,2.4,6.3,5.4,0.6,0.74,0
0,1,5,10,2,59.5,2.4,6.3,5.3,0.59,0.73,0
1,0,3,6,1,32.8,2.2,6.3,5.7,0.65,0.76,0
0,0,3,1,1,25.6,2.3,6.3,5.5,0.64,0.78,0
0,0,3,2,1,29.0,2.2,6.3,5.7,0.67,0.79,0
1,0,2,1,1,25.4,2.3,6.3,5.5,0.61,0.73,0
0,0,3,2,1,29.3,2.3,6.2,5.6,0.62,0.73,0
1,1,7,13,2,82.7,2.1,6.2,5.9,0.71,0.82,1
0,0,3,6,1,27.0,2.4,6.2,5.4,0.6,0.74,0
1,0,4,5,2,40.2,2.4,6.3,5.5,0.63,0.75,0
1,0,3,3,1,26.8,2.2,6.3,5.8,0.67,0.78,0
1,1,6,5,2,68.3,2.3,6.3,5.5,0.62,0.76,0
1,0,3,1,1,30.5,2.3,6.3,5.4,0.61,0.76,0
1,0,2,5,1,22.2,2.3,6.3,5.6,0.63,0.75,0
1,0,2,1,1,22.6,2.4,6.3,5.3,0.57,0.69,0
1,1,5,8,2,57.6,2.3,6.2,5.6,0.64,0.76,0
1,0,2,3,1,22.6,2.2,6.3,5.7,0.66,0.77,0
0,1,5,10,2,59.5,2.3,6.3,5.5,0.61,0.73,0
1,0,2,0,1,23.4,2.3,6.3,5.5,0.62,0.75,0
1,1,5,7,2,60.2,2.3,6.3,5.7,0.65,0.77,0
1,0,2,3,1,26.9,2.3,6.3,5.6,0.63,0.74,0
1,0,2,1,1,23.3,2.3,6.3,5.6,0.63,0.75,0
1,1,4,8,2,51.0,2.3,6.3,5.7,0.66,0.79,0
1,0,3,2,1,24.4,2.1,6.3,5.9,0.69,0.79,0
1,1,8,13,2,90.9,2.3,6.2,5.7,0.65,0.76,1
0,1,5,7,2,59.0,2.4,6.3,5.4,0.59,0.71,1
1,0,2,1,1,22.8,2.3,6.3,5.5,0.63,0.76,0
1,0,2,1,1,23.2,2.2,6.3,5.8,0.67,0.79,0
0,0,4,7,2,43.0,2.4,6.3,5.3,0.58,0.74,0
0,0,3,4,1,24.8,2.4,6.3,5.4,0.61,0.75,0
1,1,5,7,2,54.8,2.1,6.2,6.2,0.75,0.85,0
1,0,3,5,2,41.6,2.4,6.3,5.6,0.61,0.69,0
1,0,2,1,1,24.4,2.4,6.3,5.4,0.6,0.74,0
1,1,4,5,2,53.1,2.3,6.3,5.6,0.64,0.76,0
0,0,2,6,1,23.0,2.3,6.3,5.5,0.62,0.76,0
1,0,4,5,2,41.6,2.2,6.3,5.8,0.67,0.77,0
0,0,2,3,1,23.6,2.3,6.2,5.5,0.61,0.73,0
1,0,4,6,2,44.8,2.4,6.3,5.4,0.6,0.72,0
1,0,2,3,1,21.3,2.4,6.3,5.4,0.6,0.74,0
1,0,2,2,1,21.7,2.2,6.3,5.7,0.66,0.8,0
0,0,2,3,1,24.6,2.4,6.2,5.6,0.61,0.69,0
1,1,6,8,2,72.4,2.4,6.3,5.4,0.6,0.75,1
1,0,4,5,2,47.0,2.2,6.3,5.8,0.67,0.79,0
1,0,2,6,1,26.8,2.2,6.2,5.7,0.67,0.78,0
1,0,3,3,1,26.1,2.2,6.3,5.8,0.67,0.78,0
1,0,3,3,1,30.9,2.2,6.3,5.9,0.68,0.75,0
1,0,3,3,1,32.8,2.4,6.3,5.4,0.6,0.74,0
1,0,2,1,1,23.0,2.3,6.3,5.5,0.63,0.76,0
1,0,2,0,1,24.4,2.3,6.3,5.5,0.62,0.75,0
1,0,3,1,1,26.6,2.2,6.2,5.8,0.67,0.78,0
1,1,5,7,2,59.7,2.3,6.3,5.5,0.63,0.76,0
1,0,3,3,1,27.4,2.3,6.3,5.5,0.62,0.74,0
1,0,3,0,1,27.7,2.0,6.3,6.2,0.75,0.85,0
1,0,2,2,1,25.1,2.2,6.3,5.8,0.67,0.76,0
0,0,2,5,1,19.3,2.4,6.3,5.3,0.59,0.73,0
1,0,2,3,1,23.4,2.5,6.3,5.1,0.56,0.73,0
1,1,6,12,2,63.6,2.4,6.3,5.2,0.58,0.74,0
1,0,4,5,2,46.1,2.1,6.2,6.1,0.71,0.77,0
0,0,3,6,1,29.5,2.3,6.3,5.4,0.61,0.76,0
1,0,2,0,1,22.4,2.3,6.3,5.6,0.63,0.73,0
1,0,2,5,1,20.1,2.4,6.3,5.4,0.61,0.74,0
1,0,4,5,2,41.2,2.2,6.3,5.7,0.65,0.76,0
1,0,4,7,2,46.7,2.4,6.3,5.3,0.6,0.75,0
1,1,4,6,2,51.2,2.2,6.3,5.8,0.67,0.78,0
1,1,4,6,2,47.8,2.3,6.3,5.7,0.65,0.74,0
1,0,2,1,1,23.3,2.2,6.3,5.7,0.66,0.77,0
1,0,2,2,1,22.9,2.3,6.3,5.6,0.64,0.77,0
1,0,2,1,1,24.4,2.2,6.3,5.9,0.67,0.74,0
1,0,2,1,1,17.4,2.4,6.3,5.4,0.6,0.74,0
1,0,4,5,2,44.7,2.3,6.3,5.5,0.63,0.77,0
1,0,2,1,1,25.1,2.3,6.3,5.6,0.64,0.76,0
1,0,2,2,1,24.5,2.4,6.3,5.4,0.61,0.75,0
0,0,3,6,1,34.2,2.3,6.3,5.6,0.63,0.74,0
1,1,4,8,2,48.6,2.2,6.3,5.8,0.68,0.79,0
0,0,3,1,1,27.7,2.3,6.2,5.6,0.64,0.76,0
1,1,6,12,2,77.6,2.2,6.3,5.8,0.67,0.78,1
1,0,2,3,1,26.2,2.1,6.2,6.0,0.72,0.82,0
1,1,5,7,2,54.7,2.3,6.3,5.6,0.63,0.73,0
1,1,7,7,2,84.0,2.3,6.3,5.6,0.64,0.78,1
1,1,6,6,2,65.4,2.2,6.3,5.7,0.67,0.8,0
1,0,3,3,1,22.6,2.3,6.3,5.5,0.62,0.75,0
1,1,6,10,2,67.6,2.3,6.3,5.5,0.63,0.76,0
1,1,5,8,2,58.9,2.2,6.2,5.8,0.67,0.75,0
0,0,2,1,1,25.1,2.4,6.3,5.4,0.59,0.69,0
1,0,3,5,2,41.2,2.2,6.2,5.8,0.68,0.77,0
1,0,3,0,2,31.0,2.2,6.2,5.8,0.67,0.78,0
0,1,5,4,2,53.0,2.4,6.3,5.4,0.59,0.72,0
0,0,2,2,1,21.4,2.4,6.3,5.2,0.56,0.71,0
1,1,5,7,2,55.7,2.2,6.3,5.8,0.66,0.74,0
1,1,6,8,2,63.6,2.3,6.3,5.4,0.6,0.73,0
0,1,4,5,2,52.4,2.4,6.3,5.4,0.6,0.74,0
1,1,7,12,2,83.8,2.1,6.3,6.0,0.7,0.81,1
0,1,6,10,2,65.7,2.3,6.3,5.5,0.62,0.75,0
1,0,2,5,1,33.2,2.2,6.3,5.7,0.66,0.79,0
0,0,4,8,2,42.5,2.3,6.2,5.5,0.62,0.74,0
1,0,2,1,1,22.3,2.3,6.3,5.6,0.65,0.78,0
1,0,2,5,1,22.8,2.3,6.3,5.5,0.62,0.76,0
1,0,3,3,2,39.1,2.2,6.2,6.1,0.7,0.74,0
1,0,2,0,1,27.0,2.2,6.3,5.8,0.67,0.79,0
0,0,2,2,1,22.8,2.4,6.3,5.2,0.57,0.72,0
1,0,2,2,1,21.9,2.2,6.3,5.7,0.66,0.77,0
1,0,2,2,1,24.1,2.3,6.3,5.6,0.64,0.78,0
1,0,2,1,1,22.8,2.3,6.2,5.7,0.65,0.75,0
1,0,3,2,1,23.3,2.3,6.2,5.6,0.64,0.76,0
0,0,2,1,1,28.1,2.2,6.3,5.7,0.66,0.78,0
1,0,3,5,1,34.3,2.2,6.3,5.7,0.67,0.8,0
0,1,4,6,2,52.8,2.2,6.2,5.7,0.66,0.77,0
1,0,2,3,1,26.0,2.3,6.3,5.6,0.64,0.76,0
1,0,4,6,2,39.0,2.3,6.2,5.6,0.66,0.79,0
1,0,3,4,1,33.1,2.3,6.3,5.5,0.61,0.74,0
1,1,5,8,2,57.8,2.2,6.3,5.7,0.66,0.77,0
1,1,5,7,2,63.9,2.2,6.3,5.7,0.66,0.79,0
1,0,3,2,1,25.3,2.3,6.2,5.5,0.63,0.77,0
1,0,3,0,1,23.7,2.2,6.3,5.8,0.69,0.81,0
1,0,2,7,1,23.7,2.3,6.3,5.5,0.63,0.77,0
1,1,5,9,2,66.0,2.4,6.3,5.3,0.58,0.71,1
1,1,5,9,2,54.8,2.2,6.3,5.7,0.67,0.8,0
1,1,5,8,2,53.3,2.1,6.2,5.9,0.71,0.81,0
0,1,7,11,2,73.0,2.3,6.2,5.6,0.63,0.74,1
0,0,3,3,1,23.1,2.5,6.3,5.2,0.56,0.69,0
1,0,2,4,1,22.0,2.2,6.3,5.8,0.67,0.77,0
1,0,3,1,1,26.6,2.3,6.3,5.6,0.64,0.74,0
0,0,4,5,2,39.2,2.3,6.3,5.5,0.62,0.74,0
1,0,2,3,1,24.5,2.3,6.3,5.5,0.63,0.78,0
1,1,6,8,2,64.5,2.2,6.3,5.8,0.67,0.78,0
0,1,6,11,2,64.6,2.3,6.3,5.4,0.61,0.74,0
1,0,2,0,1,23.2,2.2,6.3,5.7,0.67,0.79,0
1,0,3,1,1,31.5,2.3,6.3,5.6,0.64,0.76,0
1,0,3,3,1,23.7,2.3,6.3,5.5,0.62,0.77,0
1,0,3,2,2,35.0,2.3,6.3,5.6,0.64,0.75,0
0,1,5,10,2,60.4,2.4,6.3,5.3,0.58,0.71,0
0,1,7,11,2,85.8,2.3,6.3,5.4,0.61,0.76,1
1,0,4,4,2,41.9,2.3,6.3,5.4,0.61,0.76,0
1,1,5,9,2,59.0,2.2,6.3,5.7,0.66,0.77,0
1,0,3,0,1,27.3,2.4,6.3,5.3,0.6,0.75,0
1,0,4,6,2,42.8,2.2,6.3,5.7,0.66,0.78,0
1,0,2,2,1,22.6,2.3,6.3,5.6,0.63,0.76,0
1,0,3,5,1,25.6,2.1,6.2,5.9,0.7,0.8,0
0,0,2,3,1,25.1,2.4,6.3,5.2,0.57,0.72,0
1,0,2,4,1,27.0,2.4,6.3,5.3,0.58,0.73,0
1,0,3,1,1,21.5,2.3,6.3,5.6,0.65,0.78,0
1,0,3,4,1,25.6,2.2,6.3,5.8,0.68,0.78,0
1,1,5,5,2,55.2,2.2,6.3,5.7,0.66,0.8,0
1,0,2,0,1,24.8,2.1,6.2,6.2,0.72,0.76,0
0,0,3,4,2,40.3,2.4,6.3,5.4,0.6,0.74,0
0,0,2,3,1,21.5,2.3,6.3,5.5,0.62,0.73,0
1,0,3,4,1,29.5,2.1,6.3,5.9,0.71,0.82,0
1,0,3,5,1,25.0,2.3,6.3,5.5,0.61,0.72,0
0,0,3,1,1,25.9,2.5,6.3,5.2,0.56,0.7,0
1,0,3,3,1,32.5,2.3,6.2,5.4,0.61,0.75,0
1,0,3,5,1,32.5,2.4,6.3,5.4,0.6,0.73,0
0,0,2,4,1,21.3,2.2,6.2,5.8,0.65,0.73,0
0,0,2,1,1,23.0,2.4,6.3,5.3,0.59,0.73,0
1,0,2,3,1,20.7,2.3,6.2,5.5,0.61,0.73,0
1,0,2,1,1,21.5,2.4,6.3,5.4,0.6,0.73,0
0,0,2,4,1,23.1,2.3,6.3,5.4,0.61,0.75,0
0,0,2,4,1,19.9,2.4,6.3,5.4,0.6,0.75,0
0,1,4,2,2,50.7,2.3,6.3,5.6,0.63,0.73,0
1,0,3,3,2,36.4,2.2,6.3,5.8,0.67,0.78,0
1,0,3,1,1,25.2,2.2,6.2,5.7,0.66,0.77,0
1,0,3,3,1,25.5,2.3,6.2,5.6,0.64,0.77,0
1,0,3,5,1,29.3,2.2,6.3,5.6,0.65,0.77,0
1,0,2,1,1,21.8,2.3,6.3,5.7,0.65,0.76,0
1,1,6,11,2,72.2,2.3,6.3,5.5,0.61,0.74,1
1,0,3,3,2,41.3,2.4,6.3,5.4,0.6,0.72,0
1,0,2,3,1,20.5,2.3,6.3,5.5,0.61,0.74,0
1,1,6,10,2,70.5,2.3,6.3,5.5,0.62,0.75,1
1,0,3,2,1,22.0,2.1,6.3,5.9,0.71,0.83,0
1,0,3,6,1,30.9,2.2,6.3,5.7,0.66,0.79,0
1,1,5,5,2,50.0,2.3,6.3,5.7,0.65,0.75,0
